posted_date,candidate,message,timestamp,likes,shares,comments,type,observation,collected_time,collected_date,twitter post,ig_post,comment,language,media
10/29/2020,trump,Weekly Jobless Claims just hit a 7 month low!,,"290,689","18,709","68,000",post,"no pictures, just post",11:15 AM,10/31/2020,,,,en,
10/29/2020,trump,"A 3 day extension for Pennsylvania is a disaster for our Nation, and for Pennsylvania itself. The Democrats are trying to steal this Election. We have to get out and VOTE in even larger numbers. The Great Red Wave is coming!!!",,"163,208","10,797","26,000",post,"no pictures, just post",11:15 AM,10/31/2020,,,,en,
10/29/2020,trump,Thank you to Joe Scarborough for seeing the light. Our Country is doing great!,,"35,561","8,881","5,600",video,Joe Scarborough saying something positive about trump,11:15 AM,10/31/2020,,,,en,
10/29/2020,trump,"LIVE: President Donald Trump in Tampa, FL #Tampa #Florida
Text VOTE to 88022",,"110,027","12,465","55,000",video,live video of trump's event,11:15 AM,10/31/2020,,,,en,
10/29/2020,trump,"I was thrilled to be back in my home state of FLORIDA! 5 days from now, we are going to win FLORIDA, and we are going to WIN 4 more years in the White House. Get out and VOTE! MAKE AMERICA GREAT AGAIN!!",,"58,973","3,980","4,300",video,clip of Trump rally in FL,11:15 AM,10/31/2020,,,,en,
10/29/2020,trump,no words,,"23,840","5,066","2,000",video,video of press secretary,11:15 AM,10/31/2020,,,,en,
10/29/2020,trump,"Your VOTE on Tuesday, November 3rd is going to SAVE OUR COUNTRY. We are going to defeat the Marxists, Socialists, Rioters, Flag-Burners, and Left-wing Extremists! Get out and VOTE! #MAGA",,"9,291",619,"2,100",link to campaign website,Trump with US flag in the background encouraging vote,11:15 AM,10/31/2020,,,,en,
10/29/2020,trump,no words,,"31,893","1,723","2,400",video,clip of Trump rally in FL,11:15 AM,10/31/2020,,,,en,
10/29/2020,trump,no words,,"30,192","1,807","3,200",video,clip of Trump rally in FL,11:15 AM,10/31/2020,,,,en,
10/29/2020,trump,"This election is a choice between the AMERICAN DREAM and a SOCIALIST NIGHTMARE. Our opponents want to turn America into Communist Cuba or Socialist Venezuela. As long as I am President, America will NEVER be a socialist Country!",,"44,045","3,645","7,900",link to campaign website,trump with us flag in the background encouraging vote,11:15 AM,10/31/2020,,,,en,
10/29/2020,trump,"For half a century, Joe Biden has been outsourcing your jobs, opening your borders, and sacrificing American blood and treasure in endless foreign wars. Joe Biden is a corrupt politician—If Biden Wins, China Wins. When We Win, Florida Wins—and America Wins!
",,"120,667","11,509","21,000",photo,trump in a rally,11:15 AM,10/31/2020,,,,en,
10/29/2020,trump,"If I don’t sound like a typical Washington politician, it’s because I’m NOT a politician. If I don’t always play by the rules of the Washington Establishment, it’s because I was elected to fight for YOU, harder than anyone ever has before! Vote.DonaldJTrump.com",,"148,796","13,047","14,000",photo,trump in a rally,11:15 AM,10/31/2020,,,,en,
10/29/2020,trump,"Forced to move our Rally tonight in Fayetteville, North Carolina, to Monday, due to high speed winds and bad weather. I love you North Carolina. Stay safe, see you on Monday!!!",,"170,852","4,297","15,000",post,"no pictures, just post",11:15 AM,10/31/2020,,,,en,
10/29/2020,trump,"Failed RINO former Governor Rick Snyder of Michigan was a disaster with respect to the Flint Water CATASTROPHE, and a very bad Governor overall. He hurt so many people with his gross incompetence. He reminds me of Sleepy Joe!",,"48,772","1,962","4,600",post,"no pictures, just post",11:15 AM,10/31/2020,,,,en,
10/29/2020,trump,"LIVE: Vice President Pence in Reno, NV #Reno #Nevada
Text VOTE to 88022",,"47,655","3,393","16,000",video,Live video of Pence's event,11:15 AM,10/31/2020,,,,en,
10/29/2020,trump,"My Administration has suspended the entry of refugees from terror-compromised nations such as Syria, Somalia and Yemen. Biden’s plan surges refugees 700% into Minnesota, Michigan & Pennsylvania—burdening schools & hospitals while opening the floodgates to Radical Islamic Terror.",,"297,971","33,297","36,000",post,"no pictures, just post",11:15 AM,10/31/2020,,,,en,
10/29/2020,trump,"The Fake News refuses to cover the fact that GDP went up 33.1% for the 3rd Quarter, the best number by far in our Country’s history!",,"178,207","19,579","12,000",post,"no pictures, just post",11:15 AM,10/31/2020,,,,en,
10/29/2020,trump,Vote.DonaldJTrump.com,,"43,494","5,552","5,400",video,campaign ad,11:15 AM,10/31/2020,,,,und,
10/29/2020,trump,"For years you had a President who apologized for America—now you have a President who is standing up for America! Get your friends, get your family, get your neighbors and GET OUT & VOTE! On 11/3 we must finish the job and Drain the Swamp once and for all!",,"72,196","7,060","6,200",video,clip of Trump rally in FL,11:15 AM,10/31/2020,,,,en,
10/29/2020,trump,no words,,"34,395","10,958","5,500",video,Sean Hannity segment,11:15 AM,10/31/2020,,,,en,
10/29/2020,trump,no words,,"27,075","5,682","5,500",video,Laura Ingraham segement,11:15 AM,10/31/2020,,,,en,
10/30/2020,trump,"Keith Ellison Restricts Freedom of Assembly of Political Opponents - We were planning for as many as 25,000 people in Minnesota. Now the Governor, at the last moment, will only allow the first 250 people to attend. Riots plus Omar = WIN!",,"15,568","2,853","6,300",link to breitbart.com,news story on Keith Ellison,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,Philadelphia Firefighters Union Votes to Endorse Trump,,"232,891","11,853","4,400",link to breitbart.com,news story on Philly firefighters union,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,Pollak: 11 Shining Successes of President Donald Trump‘s First Term,,"12,730","1,067","1,300",link to breitbart.com,analysis of trump's term,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,Sports Reporter Calls Jack Nicklaus‘ Endorsement of President Trump ‘Divisive‘ - Who is Darren Rovell? Thank you Jack!!!,,"21,256",866,"2,600",link to breitbart.com,story on Nickaus,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,Way ahead in Texas!,,"285,177","4,668","20,000",post,"no pictures, just post",5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,Watch the Great Red Wave!,,"505,632","10,699","42,000",post,"no pictures, just post",5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,MAKE AMERICA GREAT AGAIN. VOTE!!!,,"155,971","3,133","11,000",post,"no pictures, just post",5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,#BidenCrimeFamily,,"64,095","2,937","6,100",post,"no pictures, just post",5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,Biden will destroy the United States Supreme Court. Don’t let this happen!,,"388,493","17,441","33,000",post,"no pictures, just post",5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possible would be relegated to sitting on not only a heavily PACKED COURT, but probably a REVOLVING COURT as well. At least the many new Justices will be Radical Left!",,"42,089","1,894","16,000",post,"no pictures, just post",5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,More Testing equals more Cases. We have best testing. Deaths WAY DOWN. Hospitals have great additional capacity! Doing much better than Europe. Therapeutics working!,,"217,081","11,102","39,000",post,"no pictures, just post",5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,The New York Times now admits that patients ill with Covid are getting better faster and at higher (much) percentages.,,"108,437","9,494","9,300",post,"no pictures, just post",5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"33.1% GDP - BEST IN USA HISTORY. IF I AM ELECTED, NEXT YEAR WILL BE OUR BEST EVER!",,"766,285","53,702","70,000",post,"no pictures, just post",5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,SUPREME COURT!,,"68,039",979,"6,400",post,"no pictures, just post",5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,SECOND AMENDMENT!,,"236,105","6,653","15,000",post,"no pictures, just post",5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"I would NEVER have taken the endorsement of the man who, through gross incompetence, poisoned the people of Flint, Michigan. Former RINO Governor Rick Snyder should be ashamed of himself and his service. I was asked to help fix it. Biden took his endorsement. VOTE TRUMP!!!",,"108,752","7,482","21,000",post,"no pictures, just post",5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"REPLAY: President Donald Trump in Tampa, FL #Tampa #Florida
Text VOTE to 88022",,"63,932","5,564","29,000",video,live video of trump's event,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"For years you had a President who apologized for America—now you have a President who is standing up for America! Get your friends, get your family, get your neighbors and GET OUT & VOTE!",,"37,641","2,263","7,800",link to campaign website,trump with us flag in the background encouraging vote,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,no words,,"41,314","3,422","14,000",video,video of trump in the white house,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,no words,,"54,040","2,139","17,000",video,FoxNews video feed of Trump outside White House,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,no,,"45,224","2,539","14,000",,FoxNews video feed of Trump outside White House,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"TODAY: Watch President Donald Trump's Remarks from Waterford Township, Michigan at 1:00 pm ET!
RSVP: bit.ly/3mHTE7n
#TeamTrump",,"24,556",930,"8,300",share of Team Trump post,invitation to watch trump's event,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,Happy Birthday to our wonderful Ivanka. Now go back to work! November 3rd.,,"631,546","10,226","7,100",share of GOP post,photo of Ivanka Trump with US flag in the background,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"First Lady Melania Trump: “We are a country of hope, not a country of fear or weakness.”",,"30,629","1,128","2,800",share post of Team Trump,clip of campaign rally,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"On my way to MICHIGAN, WISCONSIN, and MINNESOTA!",,"22,596",550,"5,500",share post of White House,video of Marine 1 landing,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"LIVE: President Donald Trump in Waterford Township, MI #Michigan
Text VOTE to 88022",,"51,179","6,167","35,000",video,Live video of trump's event,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,no words,,"15,286","8,880","1,200",video,campaign ad of dem governors praising Trump for COVID response,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,Biden wants the biggest Tax Increase in the history of our Country!,,"91,409","8,462","15,000",post,"no pictures, just post",5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"Joe Biden has vowed to abolish the entire U.S. Energy Industry — no fracking, no energy, and high gas prices. While I am President, America will proudly remain ENERGY INDEPENDENT!",,"13,427","1,006","2,100",video,clip of rally in MI,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,no words,,"12,750",659,"1,600",video,clip of rally in MI,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"TODAY: Watch President Donald Trump's Remarks from Green Bay, Wisconsin at 3:30 pm ET!
RSVP: bit.ly/3oCjSKh
#TeamTrump",,"15,363",638,"8,400",share of Team Trump post,invitation to watch trump's event,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"Joe Biden spent the last 47 years outsourcing your jobs, opening your borders, and sacrificing American blood and treasure in endless foreign wars. He is a diehard globalist who cares nothing for working people. He repeatedly tried to cut Medicare & Social Security. Biden was a cheerleader for NAFTA – sending your auto Jobs to Mexico. He voted for China’s entry into the World Trade Organization – gutting your industries to finance China’s rise. HALF of all Michigan auto manufacturing jobs were ELIMINATED after the Biden-Backed NAFTA and China Disasters. At every turn, Biden twisted his knife into the back of Michigan workers. In 2016, Michigan voted to FIRE this corrupt political establishment and you elected an outsider as President who is finally putting AMERICA FIRST!
#VOTE #MAGA",,"158,257","21,341","17,000",post,"no pictures, just post",5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,Biden’s speech is 90% made up stories and lies. Only broadcast on Fox News.,,"116,056","4,628","17,000",post,"no pictures, just post",5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"This election will decide whether we restore the rule of a corrupt political class – or whether we declare that in America, we are still governed by THE PEOPLE! Get out and VOTE!",,"8,676",400,"1,400",link to campaign website,trump with US flag in the background encouraging vote,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"Joe Biden is a corrupt politician—the Biden family is looking more & more like a crime family. They took millions of $$ from the Chinese Communists, while Vice President Biden shipped Michigan jobs to China. If Biden wins, China Wins. When we win, Michigan wins, and AMERICA wins!",,"119,106","11,007","16,000",photo,trump rally,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"LIVE: Vice President Pence in Flagstaff, AZ #Flagstaff #Arizona
Text VOTE to 88022",,"22,707","1,178","5,700",video,Live video of Pence's event,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"We did not come this far, and fight this hard, only to surrender our Country back to the Washington Swamp—So get your friends, get your family, get your neighbors & GET OUT & VOTE! On November 3rd we must finish the job and Drain the Swamp once and for all.",,"40,480","3,516","3,600",video,pan of rally,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"Your VOTE will continue HISTORIC job growth and make sure America keeps WINNING. Arizona, Georgia, Nevada, Texas - Get out and VOTE today! Find your Early Voting Location below.",,"12,389",452,"2,300",link to campaign website,trump with US flag in the background encouraging vote,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"LIVE: Vice President Pence in Flagstaff, AZ #Flagstaff #Arizona
Text VOTE to 88022",,"36,010","2,731","11,000",video,Live video of Pence's event,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"Sign up today!
#MAGA #Election2020",,"22,517",891,"6,600",link to armyfortrump.com,trump with us flag in the background: fight for president trump,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"LIVE: President Donald Trump in Green Bay, WI #GreenBay #Wisconsin
Text VOTE to 88022",,"60,075","5,609","31,000",video,Live video of trump's event,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"TONIGHT: Watch President Donald Trump's Remarks from Rochester, Minnesota at 6:00 pm ET!
RSVP: bit.ly/35ITi9w
#TeamTrump",,"14,228",457,"1,800",share of Team Trump post,invitation to watch trump's event,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,This election is the most important election of our lifetime! Get out and VOTE to #MAGA!,,"18,489",938,"2,100",video,clip of trump rally WI,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,no words,,"27,360","1,664","2,000",video,clip of trump rally WI,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,no words,,"34,600","4,345","2,700",video,clip of trump rally WI,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"One of the most important issues is LAW & ORDER. Biden stands with the rioters & looters - I stand with the HEROES of law enforcement. If Biden wins, the rioters in the streets will be running your federal government. No city, no family, and no community will be safe. VOTE #MAGA!",,"29,617","1,916","3,500",photo,Trump rally in WI,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"This election is a choice between a Trump Super Boom or a Biden Depression, and it’s between a safe vaccine or a devastating Biden lockdown! Vote.DonaldJTrump.gov",,"73,221","5,132","7,900",photo,Trump rally in WI,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"The Election should end on November 3rd., not weeks later!",,"652,859","21,191","72,000",post," no pictures, just post",5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"I’ve done more in 47 months than Joe Biden has done in 47 years! A vote for Republicans is a vote for the American Dream, and the party of Abraham Lincoln! #MAGA",,"35,905","1,585","5,100",link to campaign website,trump with US flag in the background encouraging vote,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"Joe Biden will lock down our entire Country. Biden will make you a prisoner in your own home, and a prisoner in your own Country. Biden’s plan will kill the American Dream—Get your friends, get your family, get your neighbors and GET OUT AND VOTE! #MAGA",,"19,070","5,142","7,500",video,campaign ad,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"LIVE: President Donald Trump in Rochester, MN #Minnesota
Text VOTE to 88022",,"45,958","5,118","27,000",video,live video of trump's event,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"President Obama used to say that “if you wanted to see something really screwed up, give it to Joe Biden to do.” In fact, he tried to keep Joe from running, “you don’t have to do this Joe”, and then wouldn’t endorse him until long after the Primaries ended. “Joe is lost!”.",,"126,743","12,292","18,000",post,"no pictures, just post",5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"Your far-left Dem Attorney General, and your Dem Governor tried to shut down our rally, silence the people of Minnesota, and take away your freedom of assembly. They thought we would cancel – but I said NO WAY, I will NEVER abandon the people of Minnesota!",,"125,265","12,711","7,800",video,clip of rally in MN,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,no words,,"40,048","4,699","2,900",video,trump talking to reporters via CSPAN 2 feed,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,no words,,"20,804","1,397","2,000",video,clip of rally in MN,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"TONIGHT: Join Team Trump Online hosted by Lara Trump with special guests Governor Greg Abbott and Michael Glassner at 8:30 pm ET!
RSVP: bit.ly/35ItZ7y
#TeamTrump",,"14,142",411,"6,300",share of Team Trump post,invitation to watch Team Trump Online show,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"Biden has pledged a staggering 700% increase in refugees from the most dangerous and violent terrorist hot spots on earth. He has also vowed to terminate our national security travel bans, allowing for unlimited migration from war zones, and terrorist havens. Biden’s deadly migration policies will overwhelm taxpayers and open the floodgates to terrorists, jihadists, and violent extremists. Under my Administration, the safety of our families will always come FIRST!",,"268,825","56,975","45,000",post,"no pictures, just post",5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"Joe Biden is a corrupt politician who has done nothing but betray you for 47 long years - selling out to lobbyists, China, big pharma & foreign countries. He will stab you in the back. He only cares about political power & he will use that power to hurt you & enrich his cronies!",,"122,582","10,560","27,000",photo,rally in MN,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"There is only one way to defend your dignity. There is only one way to defend your family and your Country. There is only one way to preserve, protect and defend the American Way of Life: you must show up and vote on November 3rd! Vote.DonaldJTrump.com",,"123,584","8,962","21,000",photo,rally in MN,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,"WATCH: Team Trump Online
Text VOTE to 88022",,"25,987","3,458","13,000",video,Team Trump online show,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,no words,,"30,469","4,853","3,900",video,Laura Ingraham segement,5:25 PM,11/1/2020,,,,en,
10/30/2020,trump,no words,,"52,212","11,029","9,200",video,FoxNews feed,5:25 PM,11/1/2020,,,,en,
10/31/2020,trump,MAKE AMERICA GREAT AGAIN!,,"209,011","3,785","12,000",post,"no pictures, just post",10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"“A Biden win would mean the end of Fracking in Pennsylvania, Texas, and everywhere else. Millions of jobs would be lost, and Energy prices would soar.” OANN And we would no longer be Energy Independent!!!",,"62,855","6,100","8,600",post,"no pictures, just post",10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"Suburban Women are trending strongly to our campaign because they want SAFETY, SECURITY, and love the fact that I terminated the REGULATION that would destroy their neighborhood and with it, the American Dream. Biden would bring the REGULATION back in a MUCH stronger form!!!",,"102,669","4,249","11,000",post,"no pictures, just post",10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"“President Obama meant a lot to Black people, but he didn’t do a thing for Black people”. Vernon Jones, Georgia State Represenative, Trump supporter. Fox and Friends Weekend",,"144,427","8,946","12,000",post,"no pictures, just post",10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"I paid many millions of dollars in Taxes to the Federal Government, most of which was even paid early, or PREPAID. MANY $MILLIONS. The Failing New York Times never likes reporting that!",,"160,772","10,572","32,000",post,"no pictures, just post",10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"Joe Biden will PACK THE COURT. Also, he never gave the answer who his Radical Left Justices will be!",,"54,023","2,328","14,000",post,"no pictures, just post",10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,Biden and the Radical Left are asking for the largest tax hike in the history of the U.S. Remember that when you VOTE!,,"38,634","4,308","7,600",post,"no pictures, just post",10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,Big win for our very elite U.S. Special Forces today. Details to follow!,,"462,339","16,570","26,000",post,"no pictures, just post",10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,Vote.DonaldJTrump.com #ElectionDay #MAGA,,"22,665","1,769","2,600",video,video of trump in the white house,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"3 days until Election Day and no rest for Team Trump!
President Trump:
✅Bucks County, PA
✅Reading, PA
✅Butler, PA
✅Montoursville, PA
First Lady:
✅West Bend, WI
✅Wapwallopen, PA",,"28,183","1,519","4,600",share of team trump post,list of places trump and FLOTUS will visit,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,THANK YOU! #MAGA,,"48,615","6,954","3,000",video,FoxNews video of 110-year-old woman who voted for Trump,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"Gallup: 56% of the U.S. is more satisfied with conditions now, even during a pandemic (we are rounding the turn!), than they were 4 years ago under Obama/Biden. Hasn’t been equaled in recent times!",,"106,763","4,537","13,000",post,"no pictures, just post",10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"While the Dishonest Dems thought they could use Bobby Henline image for an endorsement, he sets the record straight: he wants FOUR MORE YEARS of President Donald J. Trump",,"18,082","1,605","3,300",video,Veterans for Trump video,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"The GREAT RED WAVE is coming in 3 DAYS.
GET OUT AND VOTE!",,"113,628","4,215","13,000",link to campaign website,trump with US flag in the background encouraging vote,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"Last night, our Country’s brave warriors rescued an American hostage in Nigeria. Our Nation salutes the courageous soldiers behind the daring nighttime rescue operation and celebrates the safe return of yet another American citizen!",,"792,885","93,314","44,000",post,"no pictures, just post",10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,Will be making a special speech in Pennsylvania at 12:30 P.M. Eastern!,,"101,441","2,127","15,000",post,"no pictures, just post",10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"LIVE: President Donald Trump in Newtown, PA #Newtown #Pennsylvania
Text VOTE to 88022",,"64,265","7,735","47,000",video,live video of trump's event,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,Thank you Wisconsin!,,"374,282","9,949","9,400",share of ivanka trump's post,photo of Ivanka Trump with law enforcement ,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,Pennsylvania is where the story of American Independence began – it is the state where the American Constitution was signed – and 3 days from now this is the state that will SAVE THE AMERICAN DREAM! A great RED WAVE is forming! Vote.DonaldJTrump.com,,"69,982","3,589","5,700",photo,trump rally,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,I ran for office 4 years ago because I could not sit by & watch any longer as a small group of Washington Insiders continued to get rich bleeding America Dry. No one embodies this betrayal & treachery more than Joe Biden. Joe profited from the misery he unleashed on PA workers!,,"141,501","12,321","17,000",photo,trump rally,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"Our ECONOMY is now surging back faster, better, bigger and stronger than any nation on earth. We just had the best quarter of ECONOMIC GROWTH EVER recorded - a 33.1% increase, and next year will be the GREATEST ECONOMIC YEAR in the history of our Country! Vote.DonaldJTrump.com",,"33,155","1,685","4,700",photo,trump rally,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,Biden’s plan to Abolish American Energy is an economic DEATH SENTENCE for Pennsylvania. A vote for Biden is a vote to BAN FRACKING & send PA into a nightmare of poverty & depression. Gas prices would explode & family incomes would plummet—I will always defend & promote PA energy!,,"32,711","2,665","4,300",photo,trump rally,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"Biden & Obama owe a massive apology to the People of Flint. The water was poisoned on their watch. Not only did they fail them, Biden proudly accepted the endorsement of disastrous Gov Rick Snyder! Unlike Biden, I will always stand with the People of the Great State of MICHIGAN!",,"194,666","16,512","17,000",post,"no pictures, just post",10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"LIVE: President Donald Trump in Reading, PA #Reading #Pennsylvania
Text VOTE to 88022",,"57,600","6,780","36,000",video,live video of trump's event,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"3 days from now, we are going to win Pennsylvania! With your support, we will continue to bring back your jobs, and cut your taxes & regulations. Biden would wipe out your factories, ship your jobs to China, raise your taxes, & eliminate private healthcare",,"39,538","3,111","3,000",video,pan of trump rally,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,no words,,"12,687",529,803,video,clip of trump rally in PA,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,no words,,"14,039",643,867,video,clip of trump rally in PA,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,no words,,"13,769",785,"1,400",video,clip of trump rally in PA,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,no words,,"17,647","1,082","3,100",video,clip of trump rally in PA,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,no words,,"15,895","2,040","1,900",video,campaign ad,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"We invested $2.5 TRILLION in the Military and we saved the Philly Shipyard. We passed VA Choice and VA Accountability. Al-Baghdadi and Soleimani are DEAD. I withdrew from the disastrous Iran Nuclear Deal—and instead of endless war, we are forging PEACE in the Middle East!",,"84,814","8,597","6,700",photo,trump rally,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"Over the next four years, we will stop the radical indoctrination of our students, and restore PATRIOTIC EDUCATION to our schools. We will teach our children to love our Country, honor our history, and always respect our great American Flag. Vote.DonaldJTrump.com",,"202,463","16,800","11,000",photo, trump stepping off air force one,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"We are ONE movement, ONE people, ONE family, and ONE GLORIOUS NATION UNDER GOD! Together with the incredible people of Pennsylvania, we will MAKE AMERICA GREAT AGAIN! 
#ElectionDay #MAGA 🇺🇸
Vote.DonaldJTrump.com",,"110,666","7,330","8,200",photo,trump rally,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"Thank you to the wonderful RJ Harris for the nice words on Fox News. Tremendous enthusiasm in Pennsylvania, and everywhere else. The Great Red Wave is coming!",,"99,413","2,628","8,700",post,"no pictures, just post",10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"Just signed an order to protect fracking and the oil and gas industry. This means JOBS, low energy bills, and continued AMERICAN ENERGY INDEPENDENCE! Sleepy Joe would BAN fracking and destroy American energy jobs! He has NO clue!!",,"439,933","40,585","26,000",post,"no pictures, just post",10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"LIVE: President Donald Trump in Butler, PA #Butler #Pennsylvania
Text VOTE to 88022",,"49,501","5,621","31,000",video,live video of trump's event,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"For the last 4 years you have seen me fight for you - and now I am relying on YOU to deliver another historic victory for our Country. A vote for me and the Republican Party is a vote for the American Dream! Get out and VOTE!
#Election2020  #MAGA",,"237,352","19,228","19,000",photo,trump rally,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"Over the next 4 years, we will make America into the Manufacturing Superpower of the World & end our reliance on China. We will end surprise medical billing, require price transparency, lower drug prices even more, and we will always protect patients with pre-existing conditions!",,"95,284","7,788","8,700",photo,trump rally,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"A vote for Biden and Harris is a vote to Ban Fracking, Ban Mining, and Completely Destroy Pennsylvania. A vote for me is a vote to remain ENERGY INDEPENDENT! Let’s WIN PENNSYLVANIA, get out and VOTE!",,"49,051","8,535","6,700",video,pan of trump rally,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,I LOVE TEXAS!,,"445,218","95,087","56,000",video,share video of trump caravan surrounding Biden Harris bus in Texas,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"LIVE: President Donald Trump in Montoursville, PA #Montoursville #Pennsylvania
Text VOTE to 88022",,"46,720","6,233","32,000",video,live video of trump's event,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"Thank you Pennsylvania! With your vote, we will continue to support our Military, Veterans and our Police Officers. Biden and Harris would pass legislation to slash police funding all across America. They stand with the rioters – we stand with the HEROES of Law Enforcement! #MAGA",,"87,975","4,154","6,300",photo,trump rally,10:35 AM,11/2/2020,,,,en,
