posted_date,candidate,message,timestamp,likes,shares,comments,type,observation,collected_time,collected_date,twitter post,ig_post,comment,language,media
12/6/2020,trump,no words,7:58 AM,"136,253","5,495","22,000",share of team trump post,clip of Georgia Victory Rally,1:00 PM,12/8/2020,,,,en,
12/6/2020,trump,"Fox News daytime is not watchable. In a class with CNN & MSDNC. Check out OANN, Newsmax and others that are picking up the slack. Even a boring football game, kneeling and all, is better!",1:51 PM,"355,328","16,295","56,000",post,"no pictures, just post",1:00 PM,12/8/2020,,,,en,
12/6/2020,trump,"Rudy Giuliani, by far the greatest mayor in the history of NYC, and who has been working tirelessly exposing the most corrupt election (by far!) in the history of the USA, has tested positive for the China Virus. Get better soon Rudy, we will carry on!!!",3:17 PM,"686,645","28,643","186,000",post,"no pictures, just post",1:00 PM,12/8/2020,,,,en,
12/6/2020,trump,no words,3:17 PM,"46,279","3,169","5,700",share of Daniel Scavino FB post,,1:00 PM,12/8/2020,,,,en,
12/6/2020,trump,SO TRUE. NO WAY WE LOST THIS ELECTION!,8:56 PM,"202,363","49,627","18,000",link to foxnews.com,video of Mark Levin on the election,1:00 PM,12/8/2020,,,,en,
12/6/2020,trump,no words,9:44 PM,"61,244","13,785","4,700",link to foxnews.com,video of Mark Levin on the election,1:00 PM,12/8/2020,,,,en,
12/6/2020,trump,no words,9:44 PM,"50,004","3,697","7,100",link to foxnews.com,video of Mark Levin on the election,1:00 PM,12/8/2020,,,,en,
12/6/2020,trump,no words,9:44 PM,"91,375","11,492","9,900",link to foxnews.com,video of Mark Levin on the election,1:00 PM,12/8/2020,,,,en,
12/6/2020,trump,Watch Mark Levin at 11:00 P.M. (now!) and Steve Hilton at 12:00 A.M. on the Great Election Fraud of 2020!,11:02 PM,"161,142","7,807","31,000",post,"no pictures, just post",1:00 PM,12/8/2020,,,,en,
12/7/2020,trump,"The Republican Governor of Georgia refuses to do signature verification, which would give us an easy win. What’s wrong with this guy? What is he hiding?",11:48 AM,"350,406","29,336","118,000",post,"no pictures, just post",10:25 AM,12/9/2020,,,,en,
12/7/2020,trump,no words,11:49 AM,"120,882","6,912","9,500",link to whitehouse.gov,"photo of Pearl Harbor memorial - reads ""Remembrance Day""",10:25 AM,12/9/2020,,,,en,
12/7/2020,trump,no words,1:47 PM,"100,610","5,336","12,000",link to Foxnews.com,video of Trump awarding medal of freedom to dan gable,10:25 AM,12/9/2020,,,,en,
12/7/2020,trump,no words,5:09 PM,"85,952","4,813","16,000",video,video of Trump awarding medal of freedom to dan gable,10:25 AM,12/9/2020,,,,en,
12/7/2020,trump,"RINOS Brian Kemp, Geoff Duncan, & Secretary of State Brad Raffensperger, will be solely responsible for the potential loss of our two GREAT Senators from Georgia, David Perdue & Kelly Loeffler. Won’t call a Special Session or check for Signature Verification! People are ANGRY!",7:56 PM,"254,933","16,942","42,000",post,"no pictures, just post",10:25 AM,12/9/2020,,,,en,
12/7/2020,trump,"“These actions on the part of State Officials, making these changes, were violating the Constitution of the U.S. They were usurping power.” Ken Starr",8:07 PM,"115,411","7,941","11,000",post,"no pictures, just post",10:25 AM,12/9/2020,,,,en,
12/7/2020,trump,State officials were ignorant of the limitations imposed by the Constitution. Ken Starr,8:07 PM,"151,530","7,101","59,000",post,"no pictures, just post",10:25 AM,12/9/2020,,,,en,
12/7/2020,trump,Mail-In rejection rate was minuscule compared to what it used to be. Ken Starr Meaning that massive numbers of bad votes were pouring in!,8:08 PM,"108,883","5,183","13,000",post,"no pictures, just post",10:25 AM,12/9/2020,,,,en,
12/7/2020,trump,“Georgia is not the only state that pushed through these last minute rules changes before the presidential election.” Martha MacCallum. They forgot about our Constitution!,10:34 PM,"143,193","8,449","12,000",post,"no pictures, just post",10:25 AM,12/9/2020,,,,en,
12/7/2020,trump,Georgia Lt. Governor Geoff Duncan is a RINO Never Trumper who got himself elected as LG by falsely claiming to be “pro-Trump”. Too dumb or corrupt to recognize massive evidence of fraud in GA & should be replaced! We need every great Georgian to call him out! #SpecialSession!,10:34 PM,"284,016","17,576","51,000",post,"no pictures, just post",10:25 AM,12/9/2020,,,,en,
12/7/2020,trump,THANK YOU GEORGIA!,10:35 PM,"135,304","13,200","13,000",video,clip of Georgia Victory Rally,10:25 AM,12/9/2020,,,,en,
12/7/2020,trump,no words,11:21 PM,"155,667","130,527","20,000",link to Foxnews.com,clip of Tucker Carlson show on Chinese Professor of China's influence at senior levels of the administration and influence with Hunter Biden,10:25 AM,12/9/2020,,,,en,
12/8/2020,trump,"Georgia is watching Brian Kemp, Geoff Duncan, and Brad Raffensperger!",12:19 AM,"114,502","38,068","20,000",link to oaNN.com,video story on Dominion voting systems changed vote count in Georgia,10:40 AM,12/10/2020,,,,en,
12/8/2020,trump,"I hope House Republicans will vote against the very weak National Defense Authorization Act (NDAA), which I will VETO. Must include a termination of Section 230 (for National Security purposes), preserve our National Monuments, & allow for 5G & troupe reductions in foreign lands!",9:04 AM,"253,433","12,671","24,000",post,"no pictures, just post",10:40 AM,12/10/2020,,,,en,
12/8/2020,trump,no words,1:29 PM,"86,279","16,080","10,000",link to Foxnews.com,clip of Mark Levin talking about Pennsylvania's mail-in voting laws,10:40 AM,12/10/2020,,,,en,
12/8/2020,trump,"Governor Kemp is down 18 points in a recent poll. Don’t believe it, must be more!",2:01 PM,"271,936","8,071","144,000",post,"no pictures, just post",10:40 AM,12/10/2020,,,,en,
12/8/2020,trump,no words,2:08 PM,"29,238","1,266","5,500",share of White House FB post,live video of operation warp speeed summit on vaccine,10:40 AM,12/10/2020,,,,en,
12/8/2020,trump,no words,2:48 PM,"86,051","9,375","18,000",video,clips of operation warp speed and Trump administration's handling of the pandemic,10:40 AM,12/10/2020,,,,en,
12/8/2020,trump,NASDAQ and S&P close at all-time highs. Congratulations!,5:46 PM,"325,109","10,768","47,000",post,"no pictures, just post",10:40 AM,12/10/2020,,,,en,
12/9/2020,trump,no words,12:41 AM,,,,share of Daniel Scavino FB post,clips of operation warp speed and Trump administration's handling of the pandemic,3:30 PM,12/13/2020,,,,en,
12/9/2020,trump,We will be INTERVENING in the Texas (plus many other states) case. This is the big one. Our Country needs a victory!,8:55 AM,"574,675","21,188","59,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/9/2020,trump,There is massive evidence of widespread fraud in the four states (plus) mentioned in the Texas suit. Just look at all of the tapes and affidavits!,10:19 AM,"145,138","6,563","10,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/9/2020,trump,RIGGED ELECTION!,10:19 AM,"563,483","17,164","80,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/9/2020,trump,STOCK MARKETS AT NEW ALL TIME HIGHS!!!,10:19 AM,"169,042","4,063","12,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/9/2020,trump,"We will soon be learning about the word “courage”, and saving our Country. I received hundreds of thousands of legal votes more, in all of the Swing States, than did my opponent. ALL Data taken after the vote says that it was impossible for me to lose, unless FIXED!",10:19 AM,"511,268","32,097","67,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/9/2020,trump,"No candidate has ever won both Florida and Ohio and lost. I won them both, by a lot! #SupremeCourt",10:23 AM,"294,400","13,394","43,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/9/2020,trump,#OVERTURN,11:17 AM,"670,791","25,347","137,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/9/2020,trump,"If somebody cheated in the Election, which the Democrats did, why wouldn’t the Election be immediately overturned? How can a Country be run like this?",2:15 PM,"467,233","25,076","83,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/9/2020,trump,"At 10:00 P.M. on Election Evening, we were at 97% win with the so-called “bookies”.",2:15 PM,"225,919","10,189","31,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/9/2020,trump,Wow! At least 17 States have joined Texas in the extraordinary case against the greatest Election Fraud in the history of the United States. Thank you!,6:39 PM,"791,608","71,064","87,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/9/2020,trump,"“If you’re looking for Election Rigging, look no further. That’s what this is. They kept information from the public in order to influence the outcome of the Election. They RIGGED it.” Tucker Carlson",8:52 PM,"342,912","22,289","34,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/9/2020,trump,"“10% of voters would have changed their vote if they knew about Hunter Biden.” Miranda Devine, New York Post. Tucker Carlson. But I won anyway!",8:53 PM,"295,061","12,378","64,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/10/2020,trump,WISDOM & COURAGE!!!,9:21 AM,"205,728","5,305","17,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/10/2020,trump,The Supreme Court has a chance to save our Country from the greatest Election abuse in the history of the United States. 78% of the people feel (know!) the Election was RIGGED.,9:27 PM,"562,348","33,799","6,300",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/10/2020,trump,How can you give an election to someone who lost the election by hundreds of thousands of legal votes in each of the swing states. How can a country be run by an illegitimate president?,9:27 PM,"352,502","18,546","76,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/10/2020,trump,How does Governor Brian Kemp allow certification of votes without verifying signatures and despite the recently released tape of ballots being stuffed? His poll numbers have dropped like a rock. He is finished as governor! Rep. Doug Collins,9:31 AM,"157,068","7,967","16,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/10/2020,trump,"“Donald Trump won by a landslide, and they stole it from him!” Sean Hannity",9:33 AM,"585,069","29,607","108,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/10/2020,trump,"“People are upset, and they have a right to be. Georgia not only supported Trump in 2016, but now. This is the only State in the Deep South that went for Biden? Have they lost their minds? This is going to escalate dramatically. This is a very dangerous moment in our history. The fact that our Country is being stolen. A coup is taking place in front of our eyes, and the public can’t take this anymore.” A Trump fan at Georgia Rally on OANN  Bad!",9:35 AM,"479,295","35,501","144,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/10/2020,trump,"Today, I signed a proclamation recognizing Moroccan sovereignty over the Western Sahara.  Morocco's serious, credible, and realistic autonomy proposal is the ONLY basis for a just and lasting solution for enduring peace and prosperity!",11:11 AM,"155,922","6,462","9,300",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/10/2020,trump,Another HISTORIC breakthrough today! Our two GREAT friends Israel and the Kingdom of Morocco have agreed to full diplomatic relations – a massive breakthrough for peace in the Middle East!,11:12 AM,"555,609","42,521","32,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/10/2020,trump,Morocco recognized the United States in 1777. It is thus fitting we recognize their sovereignty over the Western Sahara.,11:12 AM,"153,817","7,192","40,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/10/2020,trump,no words,3:47 PM,"171,382","21,190","25,000",video,video of GA victory rally,3:30 PM,12/13/2020,,,,en,
12/10/2020,trump,no words,4:24 PM,"69,704","2,751","9,600",link to whitehouse.gov,Trump's message on Hanukkah,3:30 PM,12/13/2020,,,,en,
12/10/2020,trump,no words,7:01 PM,"41,655","1,552","14,000",share of team trump post,invitation to see The Right View with Lara Trump,3:30 PM,12/13/2020,,,,en,
12/10/2020,trump,"So true, a must read!",7:39 PM,"202,933","21,178","38,000",link to spectator.org,story in the American Spectator on FoxNews,3:30 PM,12/13/2020,,,,en,
12/10/2020,trump,"No Presidential candidate ever came even close to losing an Election who won Iowa, Florida and Ohio. I won all three, by a lot!",7:41 PM,"269,163","9,495","21,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/10/2020,trump,"19 states are fighting for us, almost unheard of support!",7:42 PM,"865,694","34,328","69,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/10/2020,trump,"WATCH: The Right View with Lara Trump, Katrina Pierson, Elizabeth Harrington, and Victoria Toensing #TheRightView #TeamTrump",8:09 PM,"70,331","7,482","26,000",video,video of The Right View,3:30 PM,12/13/2020,,,,en,
12/10/2020,trump,Tremendous support from all over the Country. All we ask is COURAGE & WISDOM from those that will be making one of the most important decisions in our Country’s history. God bless you!,10:11 PM,"324,868","12,123","24,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/10/2020,trump,"Why didn’t the Fake News Media, the FBI and the DOJ report the Biden matter BEFORE the Election. Oh well, it’s OK, we won the Election anyway - 75,000,000 VOTES!!!",10:12 PM,"567,928","29,734","166,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/10/2020,trump,no words,11:22 PM,"40,048","8,875","64,000",link to FoxBusinessNews.com,lou dobb talking about voter fraud,3:30 PM,12/13/2020,,,,en,
12/10/2020,trump,no words,11:44 PM,"46,088","8,633","3,800",link to Foxnews.com,Mark Levin and Hannity talking about voter fraud issues,3:30 PM,12/13/2020,,,,en,
12/10/2020,trump,no words,11:47 PM,"48,390","5,517","5,600",link to newsmax,jim jordan talking about the stimulus,3:30 PM,12/13/2020,,,,en,
12/11/2020,trump,no words,12:40 AM,"157,098","12,679","9,800",link to newsmax,on the Texas lawsuit and a clip of Pence in GA,3:30 PM,12/13/2020,,,,en,
12/11/2020,trump,no words,12:41 AM,"92,941","20,759","9,900",link to newsmax,on Hunter Biden's federal investigation,3:30 PM,12/13/2020,,,,en,
12/11/2020,trump,no words,12:42 AM,"58,093","9,327","8,700",link to newsmax,on security of ballots during recount,3:30 PM,12/13/2020,,,,en,
12/11/2020,trump,"While my pushing the money drenched but heavily bureaucratic FDA saved five years in the approval of NUMEROUS great new vaccines, it is still a big, old, slow turtle. Get the dam vaccines out NOW, Dr. Hahn. Stop playing games and start saving lives!!!",7:23 AM,"114,684","4,725","13,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
12/11/2020,trump,"The Swine Flu (H1N1), and the attempt for a vaccine by the Obama Administration, with Joe Biden in charge, was a complete and total disaster. Now they want to come in and take over one of the “greatest and fastest medical miracles in modern day history.” I don’t think so!",7:23 AM,"253,880","14,752","27,000",post,"no pictures, just post",3:30 PM,12/13/2020,,,,en,
